incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,elevation,slope,aspect,vegetation_type_code,previous_fire_count,wind_speed_current,rel_humidity_current,temperature_current,fuel_moisture_100hr_current,fuel_moisture_1000hr_current,wind_speed_1wk_avg,rel_humidity_1wk_avg,temperature_1wk_avg,fuel_moisture_1000hr_1wk_avg,fuel_moisture_100hr_1wk_avg,wind_speed_2wk_avg,rel_humidity_2wk_avg,temperature_2wk_avg,fuel_moisture_1000hr_2wk_avg,fuel_moisture_100hr_2wk_avg,wind_speed_4wk_avg,rel_humidity_4wk_avg,temperature_4wk_avg,fuel_moisture_1000hr_4wk_avg,fuel_moisture_100hr_4wk_avg
306 Fire,Y,2013-05-05T18:00:00Z,2013-05-01T19:00:00Z,CAL FIRE Tehama-Glenn Unit,,Glenn,2 miles south of the community of Elk Creek,217,100,,CAL FIRE Tehama-Glenn Unit,-122.560862,39.514139,,5649e78d-7c26-4698-89a0-b0fa9a35cf78,https://www.fire.ca.gov/incidents/2013/5/1/306-fire/,2013-05-05T18:00:00Z,2013-05-05,2013-05-01,N,true,false,526.1158447265625,14.850429697618036,77.85650030769088,,,8.881341934204102,34.06645202636719,300.21295166015625,6.803521156311035,11.31949234008789,3.9999489784240723,61.8912467956543,302.2543029785156,12.088698387145996,7.726541996002197,4.446041107177734,63.89626693725586,300.6501770019531,13.068195343017578,8.301433563232422,4.290337562561035,74.24348449707031,297.7032775878906,15.090399742126465,11.578166007995605
Lytle Fire,Y,2013-05-15T08:15:00Z,2013-05-13T13:30:00Z,"USFS San Bernardino National Forest, CAL FIRE San Bernardino Unit",,San Bernardino,"I-15 at Sierra Ave, near Lytle Creek",75,100,,"USFS San Bernardino National Forest, CAL FIRE San Bernardino Unit, CAL FIRE, USFS, San Bernardino Co., San Bernardino City, Rialto, Rancho, Ontario, CHP, San Bernardino Sheriff's Office",-117.4408,34.1834,,e2c4b308-9a2d-483b-8434-999bef9adc7c,https://www.fire.ca.gov/incidents/2013/5/13/lytle-fire/,2013-05-15T08:15:00Z,2013-05-15,2013-05-13,N,true,false,618.4874877929688,1.5884458221165412,176.28843291948095,,,1.9108326435089111,38.21926498413086,307.7521667480469,8.354386329650879,10.542086601257324,3.0225799083709717,80.6267318725586,298.6854248046875,10.862791061401367,13.335453987121582,3.7259981632232666,68.92351531982422,299.333740234375,9.86787223815918,10.317376136779785,3.7554709911346436,65.47976684570312,299.3907165527344,9.899222373962402,9.522175788879395
Gorgonio Fire,Y,2022-10-24T11:40:58Z,2013-05-04T11:43:00Z,CAL FIRE/Riverside County Fire,,Riverside,"Highway 243, south of Banning and north of Pine Cove",650,100,,CAL FIRE/Riverside County Fire,-116.855019,33.894055,,958ce6d2-97f9-4848-8620-d14ab87f329d,https://www.fire.ca.gov/incidents/2013/5/4/gorgonio-fire/,2013-05-05T18:45:00Z,2013-05-05,2013-05-04,N,true,false,921.3257446289062,22.374658772692708,312.62230224140194,,2,3.4893405437469482,33.00794219970703,300.48480224609375,4.506791591644287,7.458799362182617,3.2529091835021973,43.92024230957031,302.6563720703125,8.046099662780762,6.02372932434082,2.9720048904418945,50.25753402709961,301.7415466308594,8.368720054626465,6.188899040222168,3.3945345878601074,58.205047607421875,298.8101501464844,9.0253267288208,7.850367546081543
Grand Fire,Y,2013-05-21T19:45:00Z,2013-05-15T12:50:00Z,CAL FIRE / USFS Los Padres National Forest,,"Kern, Ventura","South of Frazier Mountain Park Rd, South of Frazier Park",4346,100,,"CAL FIRE / USFS Los Padres National Forest, CAL FIRE, USFS, KERN CO FD, VENTURA CO FD, KERN COUNTY SO, VENTURA CO SO, LA CO SO, LAFD, CALEMA, BLM, KERN CO RD DEPT., CHP, CALIFORNIA STATE PARKS",-118.9411,34.7861,,e0d038e9-0926-4c05-8317-ec7075a04b12,https://www.fire.ca.gov/incidents/2013/5/15/grand-fire/,2013-05-21T19:45:00Z,2013-05-21,2013-05-15,N,true,false,2227.285888671875,26.809377790985337,120.18387720291439,,,3.4676461219787598,36.46005630493164,296.1822814941406,4.82816743850708,7.140578746795654,3.4442965984344482,46.93244552612305,295.9530029296875,7.734405040740967,7.075435638427734,4.12408971786499,46.16498947143555,293.75433349609375,7.434431076049805,6.622055530548096,3.8653745651245117,46.09382629394531,293.2632751464844,7.6395039558410645,6.335109710693359
54 Fire,Y,2013-05-17T08:30:00Z,2013-05-16T13:48:00Z,CAL FIRE Riverside Unit,,Riverside,"Avenue 54 and Tyler Street, near the community of Coachella",40,100,,CAL FIRE Riverside Unit,-116.161201,33.655638,,e215290f-d0b4-48fd-be32-f599959347b1,https://www.fire.ca.gov/incidents/2013/5/16/54-fire/,2013-05-17T08:30:00Z,2013-05-17,2013-05-16,N,true,false,-30.462419509887695,0.21114931877302268,153.4552116956658,,,4.332468032836914,50.243873596191406,310.8326416015625,5.010330677032471,6.147603511810303,3.200545310974121,49.92180252075195,311.5009765625,6.522441864013672,7.462996959686279,3.7409238815307617,54.451881408691406,307.8391418457031,6.020930767059326,6.88090181350708,3.5109055042266846,44.671756744384766,308.350830078125,6.003955364227295,5.639354228973389
Lake Fire,Y,2013-05-18T19:00:00Z,2013-05-17T13:23:00Z,CAL FIRE/Los Angeles County ,,Los Angeles,I-5 Southbound at Lake Hughes Road,712,100,,CAL FIRE/Los Angeles County ,-118.610044,34.49149,,39af7eac-c188-411f-8c8a-d165c5fca4a9,https://www.fire.ca.gov/incidents/2013/5/17/lake-fire/,2013-05-18T19:00:00Z,2013-05-18,2013-05-17,N,true,false,387.7509765625,28.250288830759793,226.74385148968508,,,3.077986240386963,95.5395736694336,298.5323486328125,9.501890182495117,9.658941268920898,3.2265784740448,65.58242797851562,304.6829528808594,10.01092529296875,9.390897750854492,3.495659828186035,72.38703155517578,300.93414306640625,9.648750305175781,10.138175010681152,3.32326078414917,65.85431671142578,302.2397155761719,9.388815879821777,8.760522842407227
Lilly 2 Fire,Y,2013-05-20T19:10:00Z,2013-05-19T15:07:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Off Road 400 & Sandy Beach Dr. in Yosemite Lakes,91,100,,CAL FIRE Madera-Mariposa-Merced Unit,-119.7917,37.1927,,2b765a08-c770-4b19-baa8-00dffe3fa838,https://www.fire.ca.gov/incidents/2013/5/19/lilly-2-fire/,2013-05-20T19:10:00Z,2013-05-20,2013-05-19,N,true,false,489.22845458984375,16.02845706545494,243.56805044032697,,,4.840991020202637,75.2900161743164,301.7030029296875,9.033860206604004,11.158223152160645,3.907658576965332,66.94120025634766,302.5782470703125,11.621164321899414,8.753946304321289,3.596282958984375,73.10343170166016,300.7179260253906,11.936771392822266,9.790878295898438,3.244156837463379,74.01111602783203,301.4388732910156,12.61386775970459,10.12827205657959
Cottontail Fire,Y,2013-05-20T19:10:00Z,2013-05-20T15:45:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,Cayucos Creek Rd & Thunder Canyon Rd north of Cayucos,35,100,,CAL FIRE San Luis Obispo Unit,-120.91375,35.49864,,f17c523c-bf01-4245-899b-7c2331096dae,https://www.fire.ca.gov/incidents/2013/5/20/cottontail-fire/,2013-05-20T19:10:00Z,2013-05-20,2013-05-20,N,true,false,170.95359802246094,14.212736025648798,90.65419961170429,,,5.057142734527588,81.3469467163086,296.2724914550781,12.536787986755371,14.280142784118652,5.635438442230225,84.30342102050781,296.86968994140625,13.469414710998535,11.638787269592285,4.984768867492676,88.49793243408203,296.2265930175781,13.855128288269043,12.95174789428711,4.099480628967285,87.75602722167969,296.2677917480469,14.208447456359863,12.711734771728516
Cherry Fire,Y,2013-05-20T18:50:00Z,2013-05-20T13:47:00Z,CAL FIRE Riverside Unit,,Riverside,Off Sunset Ave & Mesa St in Banning,25,100,,CAL FIRE Riverside Unit,-116.907213,33.96201,,a60e315c-23d5-4ba4-869c-5c1e22a25e7a,https://www.fire.ca.gov/incidents/2013/5/20/cherry-fire/,2013-05-20T18:50:00Z,2013-05-20,2013-05-20,N,true,false,997.962158203125,2.87758985740699,117.8911628673422,,2,2.557960033416748,60.84785461425781,303.41156005859375,8.873602867126465,9.988268852233887,3.466437816619873,64.3666000366211,300.2323303222656,10.475211143493652,8.55080509185791,3.2741103172302246,75.28857421875,298.05657958984375,10.739166259765625,11.34287166595459,3.2963099479675293,65.4168930053711,298.5545654296875,9.78568172454834,8.9539794921875
Water Fire,Y,2013-05-21T19:30:00Z,2013-05-21T14:16:00Z,CAL FIRE/Riverside County Fire ,,Riverside,Off Whitewater Canyon Road in Whitewater,90,100,,CAL FIRE/Riverside County Fire ,-116.6534,33.9582,,13850faa-5bab-4fd7-bac3-433ce9250c4d,https://www.fire.ca.gov/incidents/2013/5/21/water-fire/,2013-05-21T19:30:00Z,2013-05-21,2013-05-21,N,true,false,698.4193115234375,13.271025516009534,76.7580399847529,,,2.8694698810577393,40.10928726196289,308.37713623046875,5.497260570526123,6.630972385406494,4.471854209899902,50.649452209472656,304.8779602050781,6.976184368133545,6.070278644561768,3.9178991317749023,61.467735290527344,303.7202453613281,7.169092178344727,8.150541305541992,4.145693302154541,53.92863845825195,302.93585205078125,6.726187705993652,6.562558174133301
Shelton Fire,Y,2013-05-30T13:25:00Z,2013-05-30T11:20:00Z,CAL FIRE Tuolumne-Calaveras Unit ,,San Joaquin,off North Shelton Rd in the Linden Peters area,303,100,,CAL FIRE Tuolumne-Calaveras Unit ,-120.90325,38.04993,,0b51d59b-457d-4a62-b066-55c2b8d400e2,https://www.fire.ca.gov/incidents/2013/5/30/shelton-fire/,2013-05-30T13:25:00Z,2013-05-30,2013-05-30,N,true,false,83.31706237792969,6.428082605628107,83.08049176958076,,,4.049962043762207,84.49845123291016,304.075927734375,9.838167190551758,9.919081687927246,3.3472251892089844,74.24210357666016,300.07098388671875,9.887375831604004,8.393367767333984,3.5570147037506104,71.28324127197266,300.761474609375,10.348816871643066,8.46229076385498,3.0893027782440186,71.03438568115234,302.0639953613281,11.187344551086426,8.787497520446777
Border Fire,Y,2013-05-23T08:30:00Z,2013-05-22T16:14:00Z,CAL FIRE San Diego Unit,,San Diego,Off Alta Rd in the Otay Mesa area,100,100,,CAL FIRE San Diego Unit,-116.900368,32.564465,,e077e091-f890-477c-b948-eb23774b432e,https://www.fire.ca.gov/incidents/2013/5/22/border-fire/,2013-05-23T08:30:00Z,2013-05-23,2013-05-22,N,true,false,196.41146850585938,8.029717628698508,99.65318066132713,,1,2.8332598209381104,100.0,298.13348388671875,15.397110939025879,14.259106636047363,2.6712701320648193,100.0,297.9949951171875,14.010245323181152,14.192760467529297,3.0125980377197266,90.0400161743164,299.62353515625,14.22965145111084,13.976330757141113,3.1940135955810547,90.20455169677734,298.9792785644531,14.040412902832031,13.847858428955078
San Felipe Fire,Y,2022-10-24T11:41:15Z,2013-05-23T12:20:00Z,CAL FIRE San Diego Unit,,San Diego,"San Felipe Road, north of Highway 78, East of Julian",2650,100,,"CAL FIRE San Diego Unit, CALFIRE, USFS, BLM, SAN DIEGO SHERIFF'S OFFICE, AMR, CAL EMA, SAN DIEGO CITY, LOCAL GOVERNMENT, SAN DIEGO FIRE AUTHORITY, RESERVATION, CCC",-116.52579,33.12111,,859479e3-918c-42c6-bb74-5fdc17930a16,https://www.fire.ca.gov/incidents/2013/5/23/san-felipe-fire/,2013-05-26T17:45:00Z,2013-05-26,2013-05-23,N,true,false,750.2447509765625,1.0697893975236061,86.97918472948348,,1,3.7183260917663574,46.73430633544922,302.0536193847656,5.924371242523193,8.04153823852539,3.768765687942505,62.38798141479492,304.1507263183594,8.449836730957031,7.181827545166016,3.65285062789917,60.14457321166992,305.27752685546875,8.82923698425293,8.285131454467773,3.7406251430511475,59.89040756225586,303.6253662109375,8.462023735046387,7.783585071563721
Homestead Fire,Y,2013-05-25T18:45:00Z,2013-05-25T17:35:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Homestead Rd & Hwy 41, northeast of Atascadero ",50,100,,CAL FIRE San Luis Obispo Unit,-120.6368,35.5123,,5b5ce06d-7ea9-4d28-b564-715fd0d04f3f,https://www.fire.ca.gov/incidents/2013/5/25/homestead-fire/,2013-05-25T18:45:00Z,2013-05-25,2013-05-25,N,true,false,320.027099609375,2.3017311723922833,315.0911521653769,,,3.7530157566070557,86.2461166381836,298.3125915527344,8.488367080688477,10.2951021194458,4.714574813842773,67.44746398925781,299.46600341796875,10.811564445495605,8.147985458374023,4.476346969604492,69.9503173828125,300.81658935546875,11.356391906738281,8.9140625,4.143213748931885,75.57958984375,300.1145324707031,11.934133529663086,10.130500793457031
Smiley Fire,Y,2013-05-25T23:00:00Z,2013-05-25T14:59:00Z,CAL FIRE/Riverside County Fire,,Riverside,"Off Smiley Blvd & Vista Suelto Rd, north of Moreno Valley",124,100,,CAL FIRE/Riverside County Fire,-117.187934,33.963591,,9795afee-7e60-4ab3-b5c3-7df67f91c5f9,https://www.fire.ca.gov/incidents/2013/5/25/smiley-fire/,2013-05-25T23:00:00Z,2013-05-25,2013-05-25,N,true,false,622.9771728515625,9.194671997758817,197.26270081598915,,,3.1252312660217285,76.86273193359375,298.40911865234375,8.65447998046875,9.629402160644531,2.8994545936584473,74.93272399902344,301.4205322265625,9.945575714111328,9.259178161621094,2.9431450366973877,69.41685485839844,302.85101318359375,10.085668563842773,9.152203559875488,3.047869920730591,70.78846740722656,301.5233154296875,9.755195617675781,9.53475570678711
General Fire,Y,2022-10-24T11:41:51Z,2013-05-26T12:04:00Z,CAL FIRE San Diego Unit,,San Diego,"Banner Grade area, south of Hwy 78 & east of Hwy 79, southeast of Julian",2500,100,,CAL FIRE San Diego Unit,-116.5209,33.04458,,07a5397c-a665-4f84-9a82-5f689cb2c8f3,https://www.fire.ca.gov/incidents/2013/5/26/general-fire/,2013-05-31T06:15:00Z,2013-05-31,2013-05-26,N,true,false,1117.2457275390625,6.739047999540522,357.76020324497887,,2,3.837946891784668,52.90445327758789,297.2823791503906,6.0827789306640625,8.333979606628418,3.3794331550598145,55.04978942871094,301.83782958984375,8.786498069763184,6.975128650665283,3.6408212184906006,56.622962951660156,302.71875,9.108132362365723,7.308602333068848,3.772629499435425,59.97875213623047,301.4097900390625,8.97897720336914,8.082416534423828
White Fire,Y,2013-05-30T19:30:00Z,2013-05-27T14:45:00Z,USFS Los Padres National Forest,,Santa Barbara,"Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez",1984,100,,USFS Los Padres National Forest,-119.82429,34.55048,,abc61995-8bea-4be1-aa49-ee378ab3baaa,https://www.fire.ca.gov/incidents/2013/5/27/white-fire/,2013-05-30T19:30:00Z,2013-05-30,2013-05-27,N,false,false,293.8367919921875,1.1293169000615273,166.41365016783953,,,6.479581832885742,81.10232543945312,300.2307434082031,7.881100177764893,8.540000915527344,3.610288381576538,59.5446891784668,301.1480407714844,8.78116226196289,6.798221111297607,3.8870327472686768,60.327762603759766,302.00592041015625,9.196856498718262,7.29351806640625,3.8850409984588623,65.56692504882812,301.6923522949219,9.485164642333984,8.466245651245117
Magic Fire,Y,2013-05-29T15:30:00Z,2013-05-28T11:30:00Z,Los Angeles County Fire Department,,Los Angeles,off Magic Mtn Parkway in Valencia,149,100,,Los Angeles County Fire Department,-118.58688,34.419284,,794412f2-1ba2-4217-ac38-49272a96fb6f,https://www.fire.ca.gov/incidents/2013/5/28/magic-fire/,2013-05-29T15:30:00Z,2013-05-29,2013-05-28,N,true,false,372.8245544433594,7.730571173292379,338.2493645696339,,,3.4695820808410645,88.26432037353516,300.2485046386719,10.521770477294922,9.825018882751465,2.8291850090026855,73.02822875976562,300.6658020019531,9.267386436462402,8.178823471069336,2.8424642086029053,71.72602081298828,301.6626892089844,9.522614479064941,8.382340431213379,3.270151138305664,71.83934020996094,301.5679626464844,9.568285942077637,9.36050796508789
Olive Fire,Y,2013-05-29T10:30:00Z,2013-05-28T15:24:00Z,Santa Barbara County Fire,,Santa Barbara,"Hwy 246 and Meadowvale, East of Solvang ",170,100,,Santa Barbara County Fire,-120.074655,34.611824,,cb5f34a0-177e-445d-9349-dd94063a01d0,https://www.fire.ca.gov/incidents/2013/5/28/olive-fire/,2013-05-29T10:30:00Z,2013-05-29,2013-05-28,N,true,false,186.6681365966797,3.9944432889431654,175.94896606448208,,,10.269847869873047,100.0,296.328369140625,12.89021110534668,10.957368850708008,6.534744739532471,79.52420806884766,297.49798583984375,10.597780227661133,9.580865859985352,6.329827308654785,77.75587463378906,298.650634765625,10.907909393310547,9.6815185546875,5.489182949066162,77.64507293701172,299.0303039550781,11.271164894104004,10.60287857055664
Branch Fire,Y,2013-06-03T18:30:00Z,2013-06-01T17:27:00Z,Los Padres National Forest,,San Luis Obispo,"west of the Carrizo Plain, Los Padres National Forest",500,100,,Los Padres National Forest,-120.05131,35.15832,,213dc89e-9f29-4480-91a6-aec5fb694999,https://www.fire.ca.gov/incidents/2013/6/1/branch-fire/,2013-06-03T18:30:00Z,2013-06-03,2013-06-01,N,false,false,840.1802978515625,26.04130251602632,324.93050954312207,,,4.194089412689209,37.2764892578125,308.791259765625,6.360844612121582,7.907230377197266,4.522503852844238,62.23078155517578,300.58148193359375,8.018000602722168,7.415828227996826,4.324285507202148,53.84716033935547,299.9642333984375,8.241172790527344,6.7603440284729,4.1553521156311035,59.3198127746582,299.6114807128906,8.915706634521484,7.845203876495361
Murphy Fire,Y,2013-06-02T16:55:00Z,2013-06-02T13:30:00Z,CAL FIRE Tuolumne-Calaveras Unit,,Tuolumne,off Lime Kiln Rd,100,100,,CAL FIRE Tuolumne-Calaveras Unit,-120.33313,37.91529,,98bfbb7c-8446-4e2e-a268-7e961353723c,https://www.fire.ca.gov/incidents/2013/6/2/murphy-fire/,2013-06-02T16:55:00Z,2013-06-02,2013-06-02,N,true,false,550.198974609375,13.704488559390235,172.9875073260451,,,3.324868679046631,56.028350830078125,308.9246520996094,8.256117820739746,10.871783256530762,4.2649455070495605,84.754638671875,301.1553649902344,11.61942195892334,11.480025291442871,4.477786064147949,75.1811294555664,299.9737243652344,11.674627304077148,10.145264625549316,4.047801971435547,78.88195037841797,299.7002258300781,12.357548713684082,10.849855422973633
